question_id,role_id,masco_code,role_title,locale,category,difficulty,question_text,anchor_type,anchor_text,global_anchor_standard,global_anchor_record_id,global_anchor_url,global_anchor_license_id,interview_method_sources,authoring_method,answer_framework,answer_guidance,strong_evidence_signals,watch_out_for,follow_up_question,quality_score_100,review_status,safety_note
M132109-GQ11,M132109,132109,Manager (Halal Food Manufacturing),en-MY,career_growth,foundation,"Which capability would you most need to strengthen to excel as a Manager (Halal Food Manufacturing), and how would you develop it?",role_title,Manager (Halal Food Manufacturing),MASCO 2020,M132109,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,capability-gap-plan,"Identify one relevant capability, explain why it matters, and give a specific learning and application plan.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you demonstrate progress?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132109-GQ12,M132109,132109,Manager (Halal Food Manufacturing),en-MY,employer_question,foundation,What would you ask the interviewer to understand how success is measured for the Manager (Halal Food Manufacturing) role?,role_title,Manager (Halal Food Manufacturing),MASCO 2020,M132109,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,informed-question,"Ask a concise question about expectations, measures of success, support, or near-term priorities.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would the answer influence your priorities?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132111-GQ01,M132111,132111,Power Generation Plant Manager,en-MY,introduction,foundation,Give me a concise overview of your experience and explain how it prepares you for the Power Generation Plant Manager role.,role_title,Power Generation Plant Manager,MASCO 2020,M132111,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,concise-summary,"State your current professional focus, two relevant strengths, one evidence point, and why those fit this role.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",Which achievement best demonstrates your readiness?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132111-GQ02,M132111,132111,Power Generation Plant Manager,en-MY,motivation,foundation,"Why are you interested in the Power Generation Plant Manager role, and what value would you aim to deliver in the first six months?",role_title,Power Generation Plant Manager,MASCO 2020,M132111,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321,MASCO-RIGHTS-REVIEW,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_MASCO_role_title_and_global_structured_interview_method,motivation-fit-evidence,"Connect your motivation to the work, show that you understand the role, and support the fit with evidence.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would you need to learn first?,78,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132111-GQ03,M132111,132111,Power Generation Plant Manager,en-MY,behavioural,intermediate,"Tell me about a time your work involved this responsibility: adapt energy distribution schedules. What did you do, and what changed as a result?",skill,adapt energy distribution schedules,ESCO 1.2.1,http://data.europa.eu/esco/skill/f191c306-f0eb-4cb8-82fb-3331adbbc6f1,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What evidence shows that your action made a difference?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132111-GQ04,M132111,132111,Power Generation Plant Manager,en-MY,behavioural,advanced,Describe a difficult decision connected to: Manage safety programs at power generation facilities.. How did you evaluate the options and consequences?,task,Manage safety programs at power generation facilities.,O*NET 31.0,11-3051.04|task:21162,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",What would you do differently now?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132111-GQ05,M132111,132111,Power Generation Plant Manager,en-MY,behavioural,intermediate,"Give an example of working with other people while responsible for: Operates, controls and monitors machines and plant equipment used to generate electrical power, including power generated from renewable energy. How did you handle different expectations?",task,"Operates, controls and monitors machines and plant equipment used to generate electrical power, including power generated from renewable energy",OSCA 2024 Version 1.0,399133|task:1,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,STAR,"Describe the situation and your responsibility, explain your own actions and decisions, then give the result and learning.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How did you confirm alignment?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132111-GQ06,M132111,132111,Power Generation Plant Manager,en-MY,technical,intermediate,"Walk me through your approach to this area of work: adhere to organisational guidelines. What steps, tools, or standards would you use?",skill,adhere to organisational guidelines,ESCO 1.2.1,http://data.europa.eu/esco/skill/aa238394-8126-4ada-be2f-9dfe065cf314,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",How would you validate the result?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132111-GQ07,M132111,132111,Power Generation Plant Manager,en-MY,technical,advanced,What controls and quality checks would you apply when handling: Review biomass operations performance specifications to ensure compliance with regulatory requirements.? Explain the main trade-offs.,task,Review biomass operations performance specifications to ensure compliance with regulatory requirements.,O*NET 31.0,11-3051.04|task:15471,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.",Which failure mode would concern you most?,88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
M132111-GQ08,M132111,132111,Power Generation Plant Manager,en-MY,technical,advanced,"How would you measure performance and improve the way this work is done: Adjusts controls to regulate the flow of fuel, air and water to maintain specified temperature, pressure and water levels?",task,"Adjusts controls to regulate the flow of fuel, air and water to maintain specified temperature, pressure and water levels",OSCA 2024 Version 1.0,399133|task:2,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,OPM-STRUCTURED-INTERVIEWS; VA-PBI,generated_from_global_official_role_anchor,approach-controls-evidence,"Explain the method step by step, name standards or checks, discuss trade-offs, and show how you validate the result.",Specific context; clear personal contribution; credible reasoning; job-relevant controls; evidenced result; reflection.,"Generic answer; unclear ownership; unsupported claim; unsafe shortcut; no result, validation, or learning.","What data would you trust, and what are its limitations?",88,human_domain_fairness_and_legal_review_required,Score only job-relevant evidence. Do not use protected or personal characteristics.
