match_id,role_id,masco_code,masco_title,global_source_standard,global_source_code,global_source_title,mapping_method,title_similarity_0_100,mapping_confidence,source_record_id,source_url,license_id,source_description,review_status
M215102-M01,M215102,215102,Electrical Energy Auditor,ESCO 1.2.1,3112.5,energy analyst,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/cbde1a3a-406d-4d17-b30b-03981925035d,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Energy analysts evaluate the consumption of energy in buidings owned by consumers and businesses. By analysing existing energy systems, they recommend cost-effective alternatives. Energy analysts suggest efficiency improvements, make business analyses and participate in the development of policies concerning the use of traditional fuels, transportation, and other factors relating to energy consumption.",crosswalk_reviewed_in_source_project
M215102-M02,M215102,215102,Electrical Energy Auditor,O*NET 31.0,47-4011.01,Energy Auditors,title_similarity,80,medium,47-4011.01,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,"Conduct energy audits of buildings, building systems, or process systems. May also conduct investment grade audits of buildings or systems.",human_mapping_review_required
M215103-M01,M215103,215103,Electrical Superintendent,ESCO 1.2.1,3123.1.11,electrical supervisor,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/8862c29b-3810-4fbc-85c7-c9ee87535f73,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,Electrical supervisors monitor the operations involved in installing and servicing electricity cables and other electrical infrastructure. They assign tasks and take quick decisions to resolve problems.,crosswalk_reviewed_in_source_project
M215201-M01,M215201,215201,Electronics Engineer,ESCO 1.2.1,2152.1,electronics engineer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Electronics engineers research, design, and develop electronic systems such as circuits, semiconductor devices, and equipment that use electricity as a source of power. They work with capacitators, transistors, diodes or resistors to create electronic circuits and applications of use in fields such as telecommunications, acoustics, instruments, and control.",crosswalk_reviewed_in_source_project
M215201-M03,M215201,215201,Electronics Engineer,NOC 2021 Version 1.0,21310,Electrical and electronics engineers,title_similarity,82,high,21310,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE,"This group performs some or all of the following duties:; Conduct research into the feasibility, design, operation and performance of electrical generation and distribution networks, electrical machinery and components and electronic communications, instrumentation and control systems, equipment, and components; Prepare material cost and timing estimates, reports and design specifications for electrical and electronic systems and equipment",human_mapping_review_required
M215201-M02,M215201,215201,Electronics Engineer,O*NET 31.0,17-2072.00,"Electronics Engineers, Except Computer",title_similarity,82,high,17-2072.00,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET,"Research, design, develop, or test electronic components and systems for commercial, industrial, military, or scientific use employing knowledge of electronic theory and materials properties. Design electronic circuits and components for use in fields such as telecommunications, aerospace guidance and propulsion control, acoustics, or instruments and controls.",human_mapping_review_required
M215201-M04,M215201,215201,Electronics Engineer,OSCA 2024 Version 1.0,243431,Electronics Engineer,title_similarity,100,high,243431,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Designs, develops, adapts, installs, tests and maintains electronic components, circuits and systems used for computer, communication, command and warfare systems, entertainment, transport and other industrial applications",human_mapping_review_required
M215202-M01,M215202,215202,Integrated Circuit (IC) Package Assembly Process Engineer,ESCO 1.2.1,2152.1.7,microelectronics engineer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/8c0f59c9-9a47-42e7-8287-aab19df4e6ab,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Microelectronics engineers design, develop, and supervise the production of small electronic devices and components such as micro-processors and integrated circuits.",crosswalk_reviewed_in_source_project
M215301-M01,M215301,215301,Telecommunications Engineer,ESCO 1.2.1,2153.1,telecommunications engineer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Telecommunications engineers design, build, test and maintain telecommunication systems and networks, including radio and broadcasting equipment. They analyse customer needs and requirements, ensure that the equipment meets regulations, and prepare and present reports and proposals on telecommunication-related problems. Telecommunications engineers design and oversee the service delivery in all it's phases, supervising the installation and use of telecommunications equipment and facilities, preparing documentation and providing training for company staff once new equipment has been installed.",crosswalk_reviewed_in_source_project
M215301-M02,M215301,215301,Telecommunications Engineer,OSCA 2024 Version 1.0,272331,Telecommunications Engineer,title_similarity,100,high,272331,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Plans, designs, develops and monitors telecommunication systems, networks, devices and broadcasting equipment",human_mapping_review_required
M215302-M01,M215302,215302,Network and Systems Engineer,ESCO 1.2.1,2523.3,ICT network engineer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/cf2b03cd-feb7-4f47-90f6-ff1ed6016d3d,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"ICT network engineers implement, maintain and support computer networks. They also perform network modelling, analysis, and planning. They may also design network and computer security measures. They may research and recommend network and data communications hardware and software.",crosswalk_reviewed_in_source_project
M215302-M02,M215302,215302,Network and Systems Engineer,OSCA 2024 Version 1.0,272131,ICT Network and Systems Engineer,title_similarity,86,high,272131,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Designs, implements, monitors and maintains computer networks, systems and infrastructure, and takes responsibility for configuration, installation and maintenance of computer hardware and software. Develops, documents and implements project plans and procedures, including for network security. Develops testing procedures, performs audits on computer hardware, software, networks, systems and infrastructure, and provides technical support where required",human_mapping_review_required
M215303-M01,M215303,215303,Acoustic Engineer,ESCO 1.2.1,2149.1,acoustical engineer,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/b065b637-5cb5-44d9-8c39-08004b51734e,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,Acoustical engineers study and apply the science of sound to various applications. They work in a wide range of areas including the consultation of the acoustics and elements affecting the transmission of sound in spaces for performances or recording activities. They can also consult on the levels of noise contamination for those activities that require compliance with standards on that matter.,crosswalk_reviewed_in_source_project
M215303-M02,M215303,215303,Acoustic Engineer,OSCA 2024 Version 1.0,243931,Acoustic Engineer,title_similarity,100,high,243931,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Studies and applies the science of sound and vibration in the design and development of technologies to solve acoustic related problems, such as sound quality, transmission of sound, noise control or environmental noise pollution",human_mapping_review_required
M216101-M01,M216101,216101,Architect,ESCO 1.2.1,2161.1,architect,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/8c3f536e-ba66-4321-ba40-363dc39f129b,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Architects investigate, design, and oversee the construction and development of buildings, urban spaces, infrastructure projects, and social spaces. They design in accordance with the surroundings and regulations applicable in specific geographic areas, taking into account factors that include function, aesthetics, costs, and public health and safety. They are aware of social contexts and environmental factors, which include the relationships between people and buildings, and buildings and the environment. They engage in multidisciplinary projects aimed at developing the social fabric of a geographic area and advancing in social urbanism projects.",crosswalk_reviewed_in_source_project
M216101-M02,M216101,216101,Architect,NOC 2021 Version 1.0,21200,Architects,title_similarity,100,high,21200,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE,"This group performs some or all of the following duties:; Consult with clients to determine the type, style and purpose of renovations or new building construction being considered; Conceptualize and design buildings and develop plans describing design specifications, building materials, costs and construction schedules",human_mapping_review_required
M216101-M03,M216101,216101,Architect,OSCA 2024 Version 1.0,241131,Architect,title_similarity,100,high,241131,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS,"Plans and designs residential and multi-residential, commercial and industrial buildings. Provides concepts, plans, specifications and detailed drawings. Negotiates with builders and consultants, and advises on the procurement of buildings",human_mapping_review_required
M216102-M01,M216102,216102,Architect Grade J9/J10,ESCO 1.2.1,2161.1,architect,MASCO_crosswalk,100,high,http://data.europa.eu/esco/occupation/8c3f536e-ba66-4321-ba40-363dc39f129b,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO,"Architects investigate, design, and oversee the construction and development of buildings, urban spaces, infrastructure projects, and social spaces. They design in accordance with the surroundings and regulations applicable in specific geographic areas, taking into account factors that include function, aesthetics, costs, and public health and safety. They are aware of social contexts and environmental factors, which include the relationships between people and buildings, and buildings and the environment. They engage in multidisciplinary projects aimed at developing the social fabric of a geographic area and advancing in social urbanism projects.",crosswalk_reviewed_in_source_project
