"role_id","masco_code","role_title","previous_esco_code","previous_esco_title","chosen_esco_code","chosen_esco_title","esco_code_changed","previous_mapping_relation","mapping_relation","mapping_method","rationale"
"M221204","221204","Anaesthetist","2212.1","Specialised Doctor","2212.1","Specialised Doctor","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Specialised medical doctor umbrella; ESCO does not distinguish this clinical specialty. Do not substitute allied-health occupations or treat umbrella skills as specialty-complete."
"M221206","221206","Medical Oncologist","2212.1","Specialised Doctor","2212.1","Specialised Doctor","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Specialised medical doctor umbrella; ESCO does not distinguish this clinical specialty. Do not substitute allied-health occupations or treat umbrella skills as specialty-complete."
"M221208","221208","Psychiatrist","2212.1","Specialised Doctor","2212.1","Specialised Doctor","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Specialised medical doctor umbrella; ESCO does not distinguish this clinical specialty. Do not substitute allied-health occupations or treat umbrella skills as specialty-complete."
"M221209","221209","Ophthalmologist","2212.1","Specialised Doctor","2212.1","Specialised Doctor","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Specialised medical doctor umbrella; ESCO does not distinguish this clinical specialty. Do not substitute allied-health occupations or treat umbrella skills as specialty-complete."
"M221210","221210","Cardiologist","2212.1","Specialised Doctor","2212.1","Specialised Doctor","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Specialised medical doctor umbrella; ESCO does not distinguish this clinical specialty. Do not substitute allied-health occupations or treat umbrella skills as specialty-complete."
"M221211","221211","Neurologist","2212.1","Specialised Doctor","2212.1","Specialised Doctor","false","broader_proxy","broader_proxy","2020_ambiguous_alias_rejected","Neurologist is a clinical specialty; the Physicist alternate label is inconsistent with the ESCO occupation description. Retain the earlier duty-based ESCO proxy after the fresh 2020 retrieval."
"M221213","221213","Obstetrician and Gynaecologist","2212.1","Specialised Doctor","2212.1","Specialised Doctor","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Specialised medical doctor umbrella; ESCO does not distinguish this clinical specialty. Do not substitute allied-health occupations or treat umbrella skills as specialty-complete."
"M221217","221217","Surgeon","2212.1","Specialised Doctor","2212.1","Specialised Doctor","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Specialised medical doctor umbrella; ESCO does not distinguish this clinical specialty. Do not substitute allied-health occupations or treat umbrella skills as specialty-complete."
"M221233","221233","Dermatologist","2212.1","Specialised Doctor","2212.1","Specialised Doctor","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Specialised medical doctor umbrella; ESCO does not distinguish this clinical specialty. Do not substitute allied-health occupations or treat umbrella skills as specialty-complete."
"M221234","221234","Orthopaedist","2212.1","Specialised Doctor","2212.1","Specialised Doctor","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Specialised medical doctor umbrella; ESCO does not distinguish this clinical specialty. Do not substitute allied-health occupations or treat umbrella skills as specialty-complete."
"M221236","221236","Paediatrician","2212.1","Specialised Doctor","2212.1","Specialised Doctor","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Specialised medical doctor umbrella; ESCO does not distinguish this clinical specialty. Do not substitute allied-health occupations or treat umbrella skills as specialty-complete."
"M221244","221244","Physician","2212.1","Specialised Doctor","2212.1","Specialised Doctor","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Specialised medical doctor umbrella; ESCO does not distinguish this clinical specialty. Do not substitute allied-health occupations or treat umbrella skills as specialty-complete."
"M221257","221257","Radiologist","2212.1","Specialised Doctor","2212.1","Specialised Doctor","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Specialised medical doctor umbrella; ESCO does not distinguish this clinical specialty. Do not substitute allied-health occupations or treat umbrella skills as specialty-complete."
"M221262","221262","Urologist","2212.1","Specialised Doctor","2212.1","Specialised Doctor","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Specialised medical doctor umbrella; ESCO does not distinguish this clinical specialty. Do not substitute allied-health occupations or treat umbrella skills as specialty-complete."
"M221263","221263","Venereologist","2212.1","Specialised Doctor","2212.1","Specialised Doctor","false","broader_proxy","broader_proxy","curated_proxy_retained_with_fresh_2020_retrieval","Retained the previously curated duty-based ESCO assignment after fresh MASCO 2020 title/profile retrieval. No stronger unambiguous occupational identity was established. Prior reasoning: Specialised medical doctor umbrella; ESCO does not distinguish this clinical specialty. Do not substitute allied-health occupations or treat umbrella skills as specialty-complete."
