role_id,role_title,masco_code,masco_code_printed,masco_unit_group_code,d11_esco_code,d11_esco_comparison_codes,chosen_esco_code,chosen_esco_title,chosen_esco_uri,chosen_esco_isco_group,mapping_status,mapping_method,mapping_authority,title_match_type,title_match_score,review_status,use_in_role_skills,production_ready,coverage_note
M218207,Product Development Executive,218207,2182-07,2182,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M218301,Construction Executive,218301,2183-01,2183,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M221101,Medical Doctor,221101,2211-01,2211,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M221102,Medical Doctor (Gynaecology),221102,2211-02,2211,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M221103,Medical Doctor (Cardiology),221103,2211-03,2211,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M221104,Medical Doctor (Obstetrics),221104,2211-04,2211,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M221105,Medical Doctor (Ophthalmology),221105,2211-05,2211,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M221106,Medical Doctor (Psychiatry),221106,2211-06,2211,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M221107,Medical Doctor (Radiology),221107,2211-07,2211,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M221108,Medical Doctor (Skin),221108,2211-08,2211,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M221111,"Medical Officer Grade UD9, UD10",221111,2211-11,2211,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M221201,"Ear, Nose and Throat Specialist",221201,2212-01,2212,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M221202,Anaesthetist,221202,2212-02,2212,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M221203,Medical Oncologist,221203,2212-03,2212,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M221204,Psychiatrist,221204,2212-04,2212,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M221205,Ophthalmologist,221205,2212-05,2212,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M221206,Cardiologist,221206,2212-06,2212,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M221207,Neurologist,221207,2212-07,2212,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M221208,Obstetrician and Gynaecologist,221208,2212-08,2212,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M221209,Surgeon,221209,2212-09,2212,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M221210,Dermatologist,221210,2212-10,2212,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M221211,Orthopaedist,221211,2212-11,2212,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M221212,Paediatrician,221212,2212-12,2212,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M221213,Physician,221213,2212-13,2212,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M221214,Radiologist,221214,2212-14,2212,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M221215,Urologist,221215,2212-15,2212,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M221216,Venereologist,221216,2212-16,2212,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M221217,Occupational Therapist,221217,2212-17,2212,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M222101,Professional Nurse,222101,2221-01,2221,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M222102,Specialist Nurse,222102,2221-02,2221,,,2221.3,specialist nurse,http://data.europa.eu/esco/occupation/18e14e61-495b-44cc-a7c6-df4c625934ba,2221,unique_exact_preferred_title_same_isco_group,Unique normalised exact preferred-label match within the same four-digit group.,official eMASCO title + official ESCO v1.2.1 occupation label; project-derived crosswalk,exact_preferred_label,1.000000,pending_domain_owner_review,True,False,Provisionally usable; not an official published MASCO-to-ESCO crosswalk.
M222103,Nurse Instructor,222103,2221-03,2221,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M222104,Nurse Grade U9,222104,2221-04,2221,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M222201,Professional Midwife,222201,2222-01,2222,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M224101,Paramedic,224101,2241-01,2241,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M225101,Veterinarian,225101,2251-01,2251,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
M225102,Veterinary Officer Grade GV9,225102,2251-02,2251,,,,,,,no_unique_exact_esco_title_match,No exact preferred or alternate ESCO title match in the same four-digit group.,official eMASCO title + official ESCO v1.2.1 labels,,,manual_mapping_required,False,False,Not used; the D1 parent ESCO code is not inherited to a distinct six-digit child role.
