company_name,symbol,bursa_code,target_sector,actual_sector,selection_basis,evidence_status,report_title_year,report_url,source_page,family_support_pillar,parental_leave_pillar,flexible_work_pillar,returnship_pillar,pillar_count,benefit_raw_text,qa_checked_by,selection_source_url,sector_rank,source_id,local_report_file,source_download_status,source_sha256,source_pdf_pages
Maxis Berhad,MAXIS,6012,Telecommunications & Media,Telecommunications & Media,Verified report finding,Report evidence completed,Maxis Integrated Annual Report 2022,https://maxis.listedcompany.com/newsroom/Maxis_IAR_2022.pdf,22,Not disclosed,Not disclosed,Yes,Not disclosed,1,Flexible and hybrid working arrangements are disclosed.,Codex report review 2026-09-20,https://maxis.listedcompany.com/newsroom/Maxis_IAR_2022.pdf,8,SRC-204,SOURCE_FILES/SRC_204_Maxis_Berhad.pdf,downloaded,2db94e13f9a4ef93e29e5f6b487da1d37d2248540a06f462bcd8612776713841,252
REDtone Digital Berhad,REDTONE,0032,Telecommunications & Media,Telecommunications & Media,Verified report finding,Report evidence completed,REDtone Annual Report 2025,https://www.redtone.com/wp-content/uploads/2025/10/REDtone-Annual-Report-2025-2.pdf,49,Not disclosed,Not disclosed,Yes,Not disclosed,1,Flexible work arrangements are disclosed.,Codex report review 2026-09-20,https://www.redtone.com/wp-content/uploads/2025/10/REDtone-Annual-Report-2025-2.pdf,9,SRC-205,SOURCE_FILES/SRC_205_REDtone_Digital_Berhad.pdf,downloaded,3362590f5ef1cf974afd81805f0e1b7150ea97c4647de6d3867deb7f0c5a5d16,188
Media Chinese International Limited,MEDIAC,5090,Telecommunications & Media,Telecommunications & Media,Verified report finding,Report evidence completed,Media Chinese Annual Report 2025,https://financialfilings.com/filings/media-chinese-international-limited/annual-report/2025/19494433/,Employee Well-being and Sustainable Benefits,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report includes maternity and paternity leave.,Codex report review 2026-09-20,https://financialfilings.com/filings/media-chinese-international-limited/annual-report/2025/19494433/,10,SRC-206,SOURCE_FILES/SRC_206_Media_Chinese_International_Limited.pdf,downloaded,6f2d96ffb84a453c84d9203ea43a2941f36626af5e9cd83d70b0d3263016a397,218
Star Media Group Berhad,STAR,6084,Telecommunications & Media,Telecommunications & Media,Verified report finding,Report evidence completed,Star Media Group Annual Report 2023,https://cdn.starmediagroup.my/annual-reports/Star-Media-Group-Berhad-Annual-Report-2023.pdf,110,Yes,Yes,Not disclosed,Not disclosed,2,"The report discloses a nursing room, newborn grant and parental leave.",Codex report review 2026-09-20,https://cdn.starmediagroup.my/annual-reports/Star-Media-Group-Berhad-Annual-Report-2023.pdf,11,SRC-207,SOURCE_FILES/SRC_207_Star_Media_Group_Berhad.pdf,downloaded,a85260b4f73ebfa0eb25df556f12c171175136db19acd5a7b7feb72afe1f34ea,220
PUC Berhad,PUC,0007,Telecommunications & Media,Telecommunications & Media,Verified report finding,Report evidence completed,PUC Annual Report 2025,https://wp.puc.com/wp-content/uploads/2026/05/AGM-2025_v20260504.pdf,36,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report includes maternity and paternity leave.,Codex report review 2026-09-20,https://wp.puc.com/wp-content/uploads/2026/05/AGM-2025_v20260504.pdf,12,SRC-208,SOURCE_FILES/SRC_208_PUC_Berhad.pdf,downloaded,58862bc78ff7b60c0163f393b9054ccf7d60cf4b57166b5087092925ba8ae795,272
Sedania Innovator Berhad,SEDANIA,0178,Telecommunications & Media,Telecommunications & Media,Same-sector digital-infrastructure replacement,Report evidence completed,Sedania Annual Report 2024,https://cdn1.i3investor.com/my/files/st88k/0178_SEDANIA/annual/2024-06-30/0178_SEDANIA_AnnualReport_2024-06-30_SIBAnnualReport2024Part2_-323501433.pdf,GRI 401-3,Not disclosed,Yes,Not disclosed,Not disclosed,1,Parental leave is disclosed.,Codex report review 2026-09-20,https://cdn1.i3investor.com/my/files/st88k/0178_SEDANIA/annual/2024-06-30/0178_SEDANIA_AnnualReport_2024-06-30_SIBAnnualReport2024Part2_-323501433.pdf,13,SRC-209,SOURCE_FILES/SRC_209_Sedania_Innovator_Berhad.pdf,downloaded,31c3fdf1d9d9a06732a41496a0582519130d3428ac09707402707a7ca403231e,224
Privasia Technology Berhad,PRIVA,0123,Telecommunications & Media,Telecommunications & Media,Same-sector digital-infrastructure replacement,Report evidence completed,Privasia Annual Report 2019,https://www.privasia.com/wp-content/uploads/2023/01/PRIVASIA-Annual-Report-2019.pdf,23,Yes,Yes,Not disclosed,Not disclosed,2,The report discloses parental leave and a child-arrival subsidy.,Codex report review 2026-09-20,https://www.privasia.com/wp-content/uploads/2023/01/PRIVASIA-Annual-Report-2019.pdf,14,SRC-210,SOURCE_FILES/SRC_210_Privasia_Technology_Berhad.pdf,downloaded,b74c141804a5d101b4fce0070c25d0d4fcfec3e0ce9223e3e7bab2b5b319c1a3,149
Binasat Communications Berhad,BINACOM,0195,Telecommunications & Media,Telecommunications & Media,Same-sector report-qualified replacement,Report evidence completed,Binasat Annual Report 2024,https://hextargroup.com/wp-content/uploads/2026/03/BINACOM-AR24.pdf,27,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report includes maternity and paternity leave.,Codex report review 2026-09-20,https://hextargroup.com/wp-content/uploads/2026/03/BINACOM-AR24.pdf,15,SRC-211,SOURCE_FILES/SRC_211_Binasat_Communications_Berhad.pdf,downloaded,98bbdd2e0b10c1d0bf1190812555e256138796b0b12e7ba9d873c13cd80d9800,158
XOX Berhad,XOX,0165,Telecommunications & Media,Telecommunications & Media,Same-sector report-qualified replacement,Report evidence completed,XOX Annual Report 2025,https://www.insage.com.my/Upload/Docs/XOX/XOX%20-%20AR2025.pdf,46,Not disclosed,Yes,Yes,Not disclosed,2,The report discloses parental leave and flexible work arrangements.,Codex report review 2026-09-20,https://www.insage.com.my/Upload/Docs/XOX/XOX%20-%20AR2025.pdf,16,SRC-212,SOURCE_FILES/SRC_212_XOX_Berhad.pdf,downloaded,80b588835c272a0f12b04137a00f178af1c9baf90f26c73b9e5c3f13c8fc8b99,198
MY E.G. Services Berhad,MYEG,0138,Telecommunications & Media,Technology,Adjacent digital-services extension,Report evidence completed,MYEG Annual Report 2023,https://www.insage.com.my/ir/cmn/downloading.aspx?sCompanyCode=MYEG&sFileName=24354000055205&sReportType=AR,114,Not disclosed,Yes,Not disclosed,Not disclosed,1,Parental-leave metrics are disclosed.,Codex report review 2026-09-20,https://www.insage.com.my/ir/cmn/downloading.aspx?sCompanyCode=MYEG&sFileName=24354000055205&sReportType=AR,17,SRC-187,SOURCE_FILES/SRC_187_MY_E_G_Services_Berhad.pdf,downloaded,8563bd2ed41f0a334289b39264381fcd2b87780c3f5f090e4cba57c868515a24,277
CTOS Digital Berhad,CTOS,5301,Telecommunications & Media,Technology,Adjacent digital-services extension,Report evidence completed,CTOS Sustainability Report 2024,https://ctosdigital.com/wp-content/uploads/2025/04/Bursa-CTOS-Digital-Berhad-SR24_300425.pdf,49-52,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report provides parental-leave metrics.,Codex report review 2026-09-20,https://ctosdigital.com/wp-content/uploads/2025/04/Bursa-CTOS-Digital-Berhad-SR24_300425.pdf,18,SRC-213,SOURCE_FILES/SRC_213_CTOS_Digital_Berhad.pdf,downloaded,04ba7f7a9967f4ce1ad0a83913982fe89ab17d25a24feb01b1d67c1a5b5fb1a4,74
VSTECS Berhad,VSTECS,5162,Telecommunications & Media,Technology,Adjacent digital-infrastructure extension,Report evidence completed,VSTECS Annual Report 2025 Sustainability Statement,https://www.vstecs.com.my/wp-content/uploads/VSTECS-Berhad-AR2025-Sustainability-Statement.pdf,132,Not disclosed,Yes,Yes,Not disclosed,2,Parental leave and flexible work arrangements are disclosed.,Codex report review 2026-09-20,https://www.vstecs.com.my/wp-content/uploads/VSTECS-Berhad-AR2025-Sustainability-Statement.pdf,19,SRC-214,SOURCE_FILES/SRC_214_VSTECS_Berhad.pdf,downloaded,60c783ad791e324d91b43b53b3a068f580b79e0d1ed0e2b4e7f28e37dcfb45b4,58
Globetronics Technology Berhad,GTRONIC,7022,Telecommunications & Media,Technology,Adjacent communications-technology extension,Report evidence completed,Globetronics Annual Report 2023,https://www.globetronics.com.my/wp-content/uploads/2024/04/GTB_Annual-Report_2023.pdf,54,Yes,Yes,Not disclosed,Not disclosed,2,The report discloses parental leave and a mother's nursing room.,Codex report review 2026-09-20,https://www.globetronics.com.my/wp-content/uploads/2024/04/GTB_Annual-Report_2023.pdf,20,SRC-191,SOURCE_FILES/SRC_191_Globetronics_Technology_Berhad.pdf,downloaded,75a118c94def45f33321364678812562c48add3bf3cbc29b9d07d917d4a0bf69,164
MISC Berhad,MISC,3816,Transportation & Logistics,Transportation & Logistics,New official-report finding,Report evidence completed,MISC Sustainability Report 2025,https://www.insage.com.my/BursaNews/Attachment/202604/20260414/MISC-AN20260414A1-5.pdf,"177, 293",Not disclosed,Yes,Yes,Not disclosed,2,MISC's FlexWork allows employees to choose daily hours and use a hybrid model; the report also discloses paid maternity and paternity leave and parental-leave participation data.,Codex report review 2026-09-20,https://www.insage.com.my/BursaNews/Attachment/202604/20260414/MISC-AN20260414A1-5.pdf,1,SRC-215,SOURCE_FILES/SRC_215_MISC_Berhad.pdf,downloaded,15e7a3a8f68d73dc1f5e5ae72db0d8ab7aa53466c79301773b71f57c4daaa1a3,185
Westports Holdings Berhad,WPRTS,5246,Transportation & Logistics,Transportation & Logistics,New official-report finding,Report evidence completed,Westports Sustainability Report 2025,https://www.westportsholdings.com/wp-content/uploads/2026/AGM/%5BFor%20Website%5D%20Westports%20SR%20%2B%20ERM%20Report%202025.pdf?_t=1775809004,"36, 45",Yes,Yes,Yes,Not disclosed,3,"Westports offers job-protected parental leave, an on-site daycare centre and flexible scheduling; the report also cites work-from-home options.",Codex report review 2026-09-20,https://www.westportsholdings.com/wp-content/uploads/2026/AGM/%5BFor%20Website%5D%20Westports%20SR%20%2B%20ERM%20Report%202025.pdf?_t=1775809004,2,SRC-216,SOURCE_FILES/SRC_216_Westports_Holdings_Berhad.pdf,downloaded,56a0f9bb4f0fb706846a81efab2e409900567bd943129354c1374ae02d454cf0,206
Bintulu Port Holdings Berhad,BIPORT,5032,Transportation & Logistics,Transportation & Logistics,New official-report finding,Report evidence completed,Bintulu Port Integrated Annual Report 2025,https://www.bintuluport.com.my/media/dupfqloy/bphb-iar2025.pdf,90,Not disclosed,Yes,Not disclosed,Not disclosed,1,"In 2025, 99 employees took parental leave; return-to-work and retention rates were 100% for both men and women.",Codex report review 2026-09-20,https://www.bintuluport.com.my/media/dupfqloy/bphb-iar2025.pdf,3,SRC-217,SOURCE_FILES/SRC_217_Bintulu_Port_Holdings_Berhad.pdf,downloaded,a3ca4eec561ff18b2d5dafa86d0368a68d21fcec65ad7be0d4fbfeb86537d0d3,330
Alam Maritim Resources Berhad,ALAM,5115,Transportation & Logistics,Transportation & Logistics,Official-report replacement finding,Report evidence completed,Alam Maritim Resources Annual Report 2024/25,https://www.alam-maritim.com.my/wp-content/uploads/2025/12/AMRB-AR2025.pdf,45,Not disclosed,Yes,Not disclosed,Not disclosed,1,"In FY2024/25, 11 employees took parental leave (seven paternity and four maternity); return-to-work and retention rates were 100%.",Codex report review 2026-09-20,https://www.alam-maritim.com.my/wp-content/uploads/2025/12/AMRB-AR2025.pdf,4,SRC-218,SOURCE_FILES/SRC_218_Alam_Maritim_Resources_Berhad.pdf,downloaded,6b97459575ec82c175ed6f44cf811c1ab2ce940a19ff35cc75fb95f4769cb95a,230
Pos Malaysia Berhad,POS,4634,Transportation & Logistics,Transportation & Logistics,New official-report finding,Report evidence completed,Pos Malaysia Sustainability Report 2022,https://www.insage.com.my/ir/cmn/downloading.aspx?sFileName=23118000052393&sReportType=SR,97,Not disclosed,Yes,Not disclosed,Not disclosed,1,"Pos Malaysia reports 198 parental-leave users in 2022, a 100% return-to-work rate and a 97% twelve-month retention rate.",Codex report review 2026-09-20,https://www.insage.com.my/ir/cmn/downloading.aspx?sFileName=23118000052393&sReportType=SR,5,SRC-219,SOURCE_FILES/SRC_219_Pos_Malaysia_Berhad.pdf,downloaded,62372403f3c2f4701a230e4857639f1b19a214eeef1e784e644157571abc4ffa,143
FM Global Logistics Holdings Berhad,FM,7210,Transportation & Logistics,Transportation & Logistics,New official-report finding,Report evidence completed,FM Global Logistics Annual Report 2022,https://newsfile.futunn.com/MYX/MYX_3302485_220574.pdf,74,Not disclosed,Yes,Not disclosed,Not disclosed,1,FM Global Logistics states that employees are entitled to maternity and parental leave as part of its work-life-balance leave package.,Codex report review 2026-09-20,https://newsfile.futunn.com/MYX/MYX_3302485_220574.pdf,6,SRC-220,SOURCE_FILES/SRC_220_FM_Global_Logistics_Holdings_Berhad.pdf,downloaded,f0721864a782a1e6eef916ba739eaf9b71addec8d3a14bc9d7c1509d78828142,201
TAS Offshore Berhad,TAS,5149,Transportation & Logistics,Transportation & Logistics,Verified report finding,Report evidence completed,TAS Offshore Annual Report 2024,https://cdn1.i3investor.com/my/files/st88k/5149_TAS/annual/2024-05-31/5149_TAS_AnnualReport_2024-05-31_TASOffshoreBerhadAnnualReport2024_1019466604.pdf,37,Not disclosed,Yes,Not disclosed,Not disclosed,1,The GRI index maps parental leave to page 37.,Codex report review 2026-09-20,https://cdn1.i3investor.com/my/files/st88k/5149_TAS/annual/2024-05-31/5149_TAS_AnnualReport_2024-05-31_TASOffshoreBerhadAnnualReport2024_1019466604.pdf,7,SRC-221,SOURCE_FILES/SRC_221_TAS_Offshore_Berhad.pdf,downloaded,967757255a120822015466800e36a7d6a6dd2183fb3b112fe4ce866b49ab8b1d,154
Harbour-Link Group Berhad,HARBOUR,2062,Transportation & Logistics,Transportation & Logistics,Verified report finding,Report evidence completed,Harbour-Link Annual Report 2025,https://www.insage.com.my/ir/cmn/downloading.aspx?sFileName=25301000064389&sReportType=AR,54,Yes,Yes,Not disclosed,Not disclosed,2,The report lists maternity/paternity leave and a newborn monetary gift.,Codex report review 2026-09-20,https://www.insage.com.my/ir/cmn/downloading.aspx?sFileName=25301000064389&sReportType=AR,8,SRC-222,SOURCE_FILES/SRC_222_Harbour_Link_Group_Berhad.pdf,downloaded,7cc4172152f7f04b3f7f6f3caed6cac91eea4c0c856faa9110c502deea938580,214
Suria Capital Holdings Berhad,SURIA,6521,Transportation & Logistics,Transportation & Logistics,Verified report finding,Report evidence completed,Suria Capital Integrated Annual Report 2024,https://newsfile.futunn.com/public/NN-PersistNoticeAttachment/7781/20250526/MYX/MYX_3556376_243368.pdf,87,Not disclosed,Yes,Not disclosed,Not disclosed,1,Maternity and paternity leave are listed among employee benefits.,Codex report review 2026-09-20,https://newsfile.futunn.com/public/NN-PersistNoticeAttachment/7781/20250526/MYX/MYX_3556376_243368.pdf,9,SRC-223,SOURCE_FILES/SRC_223_Suria_Capital_Holdings_Berhad.pdf,downloaded,7e67b372770714318bb99041baa4ac56959375f658ec3285ca388b8c839913fa,38
AGX Group Berhad,AGX,0299,Transportation & Logistics,Transportation & Logistics,Verified report finding,Report evidence completed,AGX Annual Report 2025,https://agxlogistics.com/AGXArchieve/agx.listedcompany.com/misc/ar/AGX%20-%20Annual%20Report%202025.pdf,63,Not disclosed,Yes,Not disclosed,Not disclosed,1,Paid maternity and paternity leave are disclosed.,Codex report review 2026-09-20,https://agxlogistics.com/AGXArchieve/agx.listedcompany.com/misc/ar/AGX%20-%20Annual%20Report%202025.pdf,10,SRC-224,SOURCE_FILES/SRC_224_AGX_Group_Berhad.pdf,downloaded,49633ca92f3c4cfaedc38165a5c4bd0c6cfba6fa62823ff3c00fd7219963b38c,215
Shin Yang Group Berhad,SYGROUP,5173,Transportation & Logistics,Transportation & Logistics,Verified report finding,Report evidence completed,Shin Yang Annual Report 2025,https://www.shinyanggroup.com.my/images/documents/newsroom/AGM2025/SYGROUP%20-%20Annual%20Report%202025.pdf,Diversity and Equality,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report discloses gender-neutral parental leave.,Codex report review 2026-09-20,https://www.shinyanggroup.com.my/images/documents/newsroom/AGM2025/SYGROUP%20-%20Annual%20Report%202025.pdf,11,SRC-225,SOURCE_FILES/SRC_225_Shin_Yang_Group_Berhad.pdf,downloaded,40470365d45e316579274893b21d498e60fee7ac88a524e8e6ed10215502db93,238
Marine & General Berhad,M&G,5077,Transportation & Logistics,Transportation & Logistics,Verified report finding,Report evidence completed,Marine & General Annual Report 2017,https://www.marine-general.com.my/pdf/m%26gAnnualReport2017.pdf,41,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report discloses paid maternity and paternity leave.,Codex report review 2026-09-20,https://www.marine-general.com.my/pdf/m%26gAnnualReport2017.pdf,12,SRC-226,SOURCE_FILES/SRC_226_Marine_General_Berhad.pdf,downloaded,93e6a68ed8102456ccf4a0df79536599966eb7bc2941d806471c9bda94277cd0,134
See Hup Consolidated Berhad,SEEHUP,7053,Transportation & Logistics,Transportation & Logistics,Same-sector report-qualified replacement,Report evidence completed,See Hup Annual Report 2023,https://cdn1.i3investor.com/my/files/st88k/7053_SEEHUP/annual/2023-03-31/7053_SEEHUP_AnnualReport_2023-03-31_SeeHupAnnualReport2023_-1435148914.pdf,35,Not disclosed,Yes,Not disclosed,Not disclosed,1,Maternity and paternity leave are disclosed.,Codex report review 2026-09-20,https://cdn1.i3investor.com/my/files/st88k/7053_SEEHUP/annual/2023-03-31/7053_SEEHUP_AnnualReport_2023-03-31_SeeHupAnnualReport2023_-1435148914.pdf,13,SRC-227,SOURCE_FILES/SRC_227_See_Hup_Consolidated_Berhad.pdf,downloaded,f686fe4bf3aaf75c20b2410897571a6fd0492531351f482818d4bc5ab16cecfd,234
CJ Century Logistics Holdings Berhad,CJCEN,7117,Transportation & Logistics,Transportation & Logistics,Same-sector report-qualified replacement,Report evidence completed,CJ Century Annual Report 2022,https://cdn1.i3investor.com/my/files/st88k/7117_CJCEN/annual/2022-12-31/7117_CJCEN_AnnualReport_2022-12-31_2022AnnualReport_-239208217.pdf,Sustainability – family care benefits,Yes,Yes,Yes,Yes,4,"The report discloses paid parental leave, breastfeeding breaks and transition-back flexibility.",Codex report review 2026-09-20,https://cdn1.i3investor.com/my/files/st88k/7117_CJCEN/annual/2022-12-31/7117_CJCEN_AnnualReport_2022-12-31_2022AnnualReport_-239208217.pdf,14,SRC-228,SOURCE_FILES/SRC_228_CJ_Century_Logistics_Holdings_Berhad.pdf,downloaded,b4f39dcfde9ddfdb894aa8fde22bec23c1b7ef82e1540ff5ac82d53c98889294,178
HI Mobility Berhad,HIMOB,5333,Transportation & Logistics,Transportation & Logistics,Same-sector report-qualified replacement,Report evidence completed,HI Mobility Annual Report 2025,https://financialfilings.com/filings/hi-mobility-berhad/annual-report/2026/47055358/,Employee benefits / parental leave,Not disclosed,Yes,Not disclosed,Not disclosed,1,The report includes maternity and paternity leave.,Codex report review 2026-09-20,https://financialfilings.com/filings/hi-mobility-berhad/annual-report/2026/47055358/,15,SRC-229,SOURCE_FILES/SRC_229_HI_Mobility_Berhad.pdf,downloaded,3bdc0cdaf0e0db88f0829e050fc2094bdd7bb80c9b0c7ca4b25d7e153e23785f,194
Malaysia Airports Holdings Berhad,AIRPORT,5014,Transportation & Logistics,Transportation & Logistics,Verified report finding,Report evidence completed,Malaysia Airports Sustainability Report 2020,https://cdn1.i3investor.com/my/files/st88k/5014_AIRPORT/annual/2020-12-31/5014_AIRPORT_AnnualReport_2020-12-31_MAHBSustainabilityReport2020_1919035678.pdf,Family-Friendly Organisation,Yes,Yes,Not disclosed,Yes,3,The report discloses parental and grandparental leave with 100% return-to-work.,Codex report review 2026-09-20,https://cdn1.i3investor.com/my/files/st88k/5014_AIRPORT/annual/2020-12-31/5014_AIRPORT_AnnualReport_2020-12-31_MAHBSustainabilityReport2020_1919035678.pdf,16,SRC-230,SOURCE_FILES/SRC_230_Malaysia_Airports_Holdings_Berhad.pdf,downloaded,8663b9b747821161a9e741d9fa8db444ad6ee189a49a9761067d5796707fce64,95
Capital A Berhad,CAPITALA,5099,Transportation & Logistics,Transportation & Logistics,Verified report finding,Report evidence completed,Capital A Annual Report 2022,https://www.capitala.com/misc/FlippingBook/ar2022/,170-171,Yes,Yes,Not disclosed,Not disclosed,2,"The report discloses paternity leave, a creche and a mother's room.",Codex report review 2026-09-20,https://www.capitala.com/misc/FlippingBook/ar2022/,17,SRC-231,SOURCE_FILES/SRC_231_Capital_A_Berhad.pdf,downloaded,8149a00f896f87efd2c106222f21c5e32411f14aec4035608d30978596ad0bbe,197
AirAsia X Berhad,AAX,5238,Transportation & Logistics,Transportation & Logistics,Verified report finding,Report evidence completed,AirAsia X Annual Report 2023,https://cdn1.i3investor.com/my/files/st88k/5238_AAX/annual/2023-12-31/5238_AAX_AnnualReport_2023-12-31_AirAsiaXBerhadAnnualReport2023_-772791213.pdf,62,Yes,Yes,Not disclosed,Not disclosed,2,"The report discloses maternity/paternity leave, a creche and mother's room.",Codex report review 2026-09-20,https://cdn1.i3investor.com/my/files/st88k/5238_AAX/annual/2023-12-31/5238_AAX_AnnualReport_2023-12-31_AirAsiaXBerhadAnnualReport2023_-772791213.pdf,18,SRC-232,SOURCE_FILES/SRC_232_AirAsia_X_Berhad.pdf,downloaded,0adda83d7ac32f8b61bf7ac0ecc1ce82d98bfa384cd92978613dc5b9ee939c1f,136
Lianson Fleet Group Berhad,LFG,5255,Transportation & Logistics,Transportation & Logistics,Verified report finding,Report evidence completed,Lianson Fleet Group Annual Report 2025,https://financialfilings.com/filings/lianson-fleet-group-berhad/annual-report/2026/49086665/,79,Not disclosed,Yes,Not disclosed,Yes,2,The shipping group reports parental-leave participation and 100% return and retention.,Codex report review 2026-09-20,https://financialfilings.com/filings/lianson-fleet-group-berhad/annual-report/2026/49086665/,19,SRC-049,SOURCE_FILES/SRC_049_Lianson_Fleet_Group_Berhad.pdf,downloaded,be05c146581edb9b2e06ff55fbb630a70251205b48e34c9fef7c49223b818a27,272
MTT Shipping and Logistics Berhad,MTTSL,5352,Transportation & Logistics,Transportation & Logistics,Verified report finding,Report evidence completed,MTTSL Prospectus 2026,https://www.sc.com.my/api/documentms/download.ashx?id=c8b20f1e-a0d3-4b4e-8580-f053f9271f22,Employees and human resources,Not disclosed,Not disclosed,Yes,Not disclosed,1,The prospectus describes flexibility as part of the employee value proposition.,Codex report review 2026-09-20,https://www.sc.com.my/api/documentms/download.ashx?id=c8b20f1e-a0d3-4b4e-8580-f053f9271f22,20,SRC-233,SOURCE_FILES/SRC_233_MTT_Shipping_and_Logistics_Berhad.pdf,downloaded,72960384af7cc574c90e6e639db019a6c01088ae23383eb941720ebc56a3d3ac,38
YTL Power International Berhad,YTLPOWR,6742,Utilities,Utilities,Existing report-qualified evidence,Report evidence completed,YTL Group Sustainability Report 2025 (group-wide source),https://www.ytl.com/wp-content/uploads/sites/5/2025/10/YTLGroup_SR_2025.pdf,76,Yes,Yes,Yes,Not disclosed,3,"Mother's Room | maternity | paternity | selected business units: hybrid, remote work and flexible hours",Pending second-person QA,https://www.ytl.com/wp-content/uploads/sites/5/2025/10/YTLGroup_SR_2025.pdf,1,SRC-234,SOURCE_FILES/SRC_234_YTL_Power_International_Berhad.pdf,downloaded,8801337740dddfe18ebfd03691ac42dd3144f5427abc56fd0ed5b689c0ac5fde,136
PETRONAS Gas Berhad,PETGAS,6033,Utilities,Utilities,Existing report-qualified evidence,Report evidence completed,PETRONAS Gas Berhad Sustainability Report 2025,https://www.petronas.com/pgb/integrated-report-2025/assets/pdf/PGB%20Sustainability%20Report%202025.pdf,113,Not disclosed,Yes,Not disclosed,Not disclosed,1,parental leave,Pending second-person QA,https://www.petronas.com/pgb/integrated-report-2025/assets/pdf/PGB%20Sustainability%20Report%202025.pdf,2,SRC-235,SOURCE_FILES/SRC_235_PETRONAS_Gas_Berhad.pdf,downloaded,12cdb9abe11785f2952cf8dc90b3bed3f3e7b639c52f2b824a34c97f12b2b65d,95
Ranhill Utilities Berhad,RANHILL,5272,Utilities,Utilities,Existing report-qualified evidence,Report evidence completed,Ranhill Sustainability Report 2025,https://www.insage.com.my/Upload/Docs/RANHILL/Ranhill%20Sustainability%20Report%202025.pdf,60,Not disclosed,Yes,Not disclosed,Not disclosed,1,98 days maternity leave | seven days paternity leave | parental leave policy,Pending second-person QA,https://www.insage.com.my/Upload/Docs/RANHILL/Ranhill%20Sustainability%20Report%202025.pdf,3,SRC-236,SOURCE_FILES/SRC_236_Ranhill_Utilities_Berhad.pdf,downloaded,100121f3de2197ea873c61f97895dfc6119a3dfcb9108743862e02fe6ca01027,105
Salcon Berhad,SALCON,8567,Utilities,Utilities,Existing report-qualified evidence,Report evidence completed,Salcon Integrated Annual Report 2025,https://salcon.listedcompany.com/misc/iar2025.pdf,89,Not disclosed,Yes,Not disclosed,Not disclosed,1,parental leave policy | employees entitled to and took parental leave,Pending second-person QA,https://salcon.listedcompany.com/misc/iar2025.pdf,4,SRC-237,SOURCE_FILES/SRC_237_Salcon_Berhad.pdf,downloaded,7c4e2505c9c4cf97293d97a08efb92361d50b8708bf14d45e84aef1ce0d3857b,292
YTL Corporation Berhad,YTL,4677,Utilities,Utilities,New official-report finding,Report evidence completed,YTL Group Sustainability Report 2025,https://www.ytl.com/wp-content/uploads/sites/5/2025/10/YTLGroup_SR_2025.pdf,76,Yes,Not disclosed,Yes,Not disclosed,2,"Certain business units offer hybrid, remote or flexible hours, and a Mother's Room provides nursing cubicles and changing facilities.",Codex report review 2026-09-20,https://www.ytl.com/wp-content/uploads/sites/5/2025/10/YTLGroup_SR_2025.pdf,5,SRC-234,SOURCE_FILES/SRC_234_YTL_Power_International_Berhad.pdf,downloaded,8801337740dddfe18ebfd03691ac42dd3144f5427abc56fd0ed5b689c0ac5fde,136
Tenaga Nasional Berhad,TENAGA,5347,Utilities,Utilities,New official-report finding,Report evidence completed,Tenaga Nasional Sustainability Report 2023,https://www.tnb.com.my/assets/annual_report/TNB_Sustainability_Report_2023.pdf,Employment Culture; 131,Yes,Yes,Yes,Not disclosed,3,"TNB reports childcare facilities and nurseries, parental leave, and a company-wide hybrid work model; 408 women and 2,040 men took parental leave in FY2023.",Codex report review 2026-09-20,https://www.tnb.com.my/assets/annual_report/TNB_Sustainability_Report_2023.pdf,6,SRC-238,SOURCE_FILES/SRC_238_Tenaga_Nasional_Berhad.pdf,downloaded,cf368f98f4748814d1884a8eb5952ab034bce652508de53baf2758164bd7b198,146
Gas Malaysia Berhad,GASMSIA,5209,Utilities,Utilities,New official-report finding,Report evidence completed,Gas Malaysia Annual Report 2024,https://ir2.chartnexus.com/gasmsia/docs/agm/Gas-Malaysia-Berhad-Annual-Report-2024.pdf,Non-Discrimination and Equal Opportunity,Not disclosed,Yes,Not disclosed,Not disclosed,1,Gas Malaysia provides parental leave to support caregivers in its workforce.,Codex report review 2026-09-20,https://ir2.chartnexus.com/gasmsia/docs/agm/Gas-Malaysia-Berhad-Annual-Report-2024.pdf,7,SRC-239,SOURCE_FILES/SRC_239_Gas_Malaysia_Berhad.pdf,downloaded,bd7c4ab1af8c894c180aa19b3f1a87bcc8bda8f2af191052433c7b0cd9f50467,220
Mega First Corporation Berhad,MFCB,3069,Utilities,Utilities,New official-report finding,Report evidence completed,Mega First Sustainability Report 2025,https://mega-first.com/wp-content/uploads/2026/04/sustainability-report_2025.pdf,38,Not disclosed,Yes,Not disclosed,Not disclosed,1,"In FY2025, 46 employees took parental leave and all returned to work; the 12-month retention rate was 80.4%.",Codex report review 2026-09-20,https://mega-first.com/wp-content/uploads/2026/04/sustainability-report_2025.pdf,8,SRC-240,SOURCE_FILES/SRC_240_Mega_First_Corporation_Berhad.pdf,downloaded,74cbd760781fa65537552b8f761679784ef1af7712370e793f14f52823124147,44
